,country,distance,plane_transport,content,amount,S1,S2,S3,alarm
1719,France,348.1008185907204,1,electrical,20.3787238567253,1,0,0,1
1720,France,545.7688525453749,1,tiles,42.28654197990857,1,0,0,1
1721,Russia,3230.2701541363235,0,tiles,41.45165305434013,0,1,1,1
1722,France,451.4114555404259,0,tiles,47.728881738485164,0,0,0,0
1723,China,5072.243582945506,0,tiles,7.166203223355238,0,1,0,0
1724,China,5149.852621445619,1,tiles,31.32840439312887,0,0,0,0
1725,Russia,3393.347674966075,1,wood,48.97894247639383,0,0,1,0
1726,Russia,1459.0058930431073,0,wood,2.720173404152731,0,1,1,1
1727,Russia,1459.0058930431073,1,wood,39.400117949616856,1,0,1,1
1728,China,5527.314526302195,0,electrical,40.0447524807244,0,1,0,0
1729,Russia,3230.2701541363235,0,electrical,5.414201802487097,0,0,1,1
1730,Russia,1395.7009506850163,1,tiles,43.47882309235508,1,0,1,1
1731,France,515.3718091999796,1,wood,11.863145018393356,0,0,1,1
1732,France,515.3718091999796,0,electrical,16.70599815114855,0,1,1,0
1733,France,712.7933786572075,0,electrical,23.754637350407123,0,0,1,0
1734,France,577.6060779866149,1,tiles,38.929905936095636,1,0,1,1
1735,China,5676.636569141746,1,tiles,33.15218739283541,1,0,0,1
1736,China,5871.276335819262,0,wood,9.027023052037853,0,0,0,0
1737,China,5698.293705496943,1,wood,36.94894763005866,0,0,0,0
1738,China,5806.745348727089,0,tiles,25.81207606057526,0,0,0,0
1739,Russia,1558.7508968735642,0,tiles,2.7237608192445664,0,1,1,0
1740,Russia,1302.7068457225841,0,electrical,39.173208662821814,0,1,1,0
1741,France,632.7606025642748,0,electrical,29.38989443100234,0,1,1,0
1742,China,5871.276335819262,0,electrical,42.33147878756457,0,1,1,1
1743,China,5613.055991493615,1,wood,28.351889503991718,0,0,0,0
1744,France,515.3718091999796,1,electrical,1.3848012365603646,1,0,1,0
1745,China,5513.899770103283,1,electrical,2.8953997861869443,1,0,0,1
1746,China,5613.055991493615,0,electrical,34.0409315841073,0,0,0,0
1747,France,319.6989376015992,1,electrical,19.85861833323289,1,0,1,1
1748,China,5527.314526302195,0,tiles,41.099045486197426,0,1,0,1
1749,China,5072.243582945506,1,electrical,31.439110273899626,0,0,0,0
1750,Russia,1585.3938077106507,1,tiles,16.81238250167828,1,0,1,0
1751,Russia,1302.7068457225841,1,electrical,25.460526996947777,1,0,1,0
1752,Russia,1585.3938077106507,1,tiles,33.828153238217475,1,0,1,1
1753,Russia,1558.7508968735642,0,wood,41.107203710212346,0,0,0,0
1754,Russia,3329.612533252432,0,electrical,44.398367926061695,0,0,1,1
1755,China,5676.636569141746,1,wood,45.97364345558042,1,0,0,0
1756,China,5676.636569141746,1,electrical,32.18095592774753,1,0,0,0
1757,Russia,1459.0058930431073,1,wood,27.09759521723197,1,0,1,1
1758,China,5806.745348727089,1,wood,21.87556303848455,0,0,0,0
1759,China,5149.852621445619,0,electrical,49.939020004053305,0,1,0,0
1760,France,577.6060779866149,1,tiles,43.18498444006998,1,0,1,1
1761,Russia,1395.7009506850163,0,electrical,47.113992200427056,0,1,1,1
1762,Russia,3230.2701541363235,1,tiles,29.586973783859225,1,0,1,1
1763,France,139.4848867958015,0,wood,11.973258953475252,0,0,1,1
1764,China,5871.276335819262,0,wood,12.676918426499238,0,0,1,1
1765,France,208.08720160782917,0,electrical,49.83611509304663,0,1,1,1
1766,France,515.3718091999796,1,tiles,4.653282931899696,0,0,1,0
1767,China,5613.055991493615,0,wood,19.508567676943024,0,1,0,0
1768,Russia,3244.9694671188086,0,tiles,10.788328406324888,0,1,1,1
1769,China,5149.852621445619,1,wood,38.67008035214015,1,0,0,1
1770,France,577.6060779866149,0,wood,32.895903759507846,0,1,0,0
1771,Russia,3230.2701541363235,1,wood,27.76880196244181,1,0,1,0
1772,France,208.08720160782917,1,tiles,21.239883909895042,0,0,0,0
1773,Russia,1309.6841195432958,1,electrical,5.457328960314048,0,0,1,1
1774,Russia,1558.7508968735642,1,wood,18.802459139669143,0,0,1,1
1775,Russia,1655.8258809842837,1,tiles,21.57383015562898,0,0,1,1
1776,China,5149.852621445619,0,electrical,33.5042633599503,0,0,1,0
1777,China,5527.314526302195,0,wood,26.819734220122804,0,1,0,1
1778,Russia,1585.3938077106507,1,electrical,18.204120217109786,0,0,1,0
1779,Russia,1585.3938077106507,1,electrical,42.01455443153113,0,0,1,0
1780,France,139.4848867958015,1,electrical,18.671181197524778,0,0,0,0
1781,France,208.08720160782917,0,electrical,24.53950193270727,0,0,1,1
1782,Russia,1585.3938077106507,1,electrical,34.504803226356856,1,0,1,0
1783,China,5513.899770103283,0,electrical,27.106738754549625,0,0,0,0
1784,France,545.7688525453749,1,electrical,8.649671337412132,1,0,1,0
1785,China,5698.293705496943,1,wood,18.50272432489842,1,0,0,0
1786,France,406.41363707746166,0,electrical,23.86002701909739,0,0,0,0
1787,China,5513.899770103283,1,tiles,7.531699335888787,0,0,1,0
1788,Russia,3329.612533252432,0,wood,16.96496406400267,0,1,1,0
1789,Russia,1309.6841195432958,0,electrical,15.227677540108237,0,0,1,1
1790,Russia,3329.612533252432,1,wood,20.084889808252708,0,0,0,0
1791,China,5513.899770103283,0,wood,15.490219146994436,0,1,0,1
1792,France,515.3718091999796,1,wood,6.003830953076689,1,0,1,1
1793,Russia,1655.8258809842837,0,tiles,41.714379672942094,0,0,1,1
1794,China,5527.314526302195,0,tiles,22.29941181889927,0,0,1,1
1795,Russia,1395.7009506850163,0,electrical,38.83408572018796,0,1,1,1
1796,France,179.86194676153042,1,tiles,6.54075606263205,0,0,0,0
1797,China,5039.643002522832,1,electrical,49.49098387012364,0,0,0,0
1798,Russia,3329.612533252432,0,electrical,8.861694100799738,0,1,1,0
1799,Russia,1558.7508968735642,0,wood,40.21176273124039,0,0,1,1
1800,France,545.7688525453749,1,wood,22.67560067810487,0,0,0,0
1801,China,5527.314526302195,1,electrical,35.25007022239205,1,0,0,1
1802,France,712.7933786572075,1,tiles,28.069761840986946,1,0,1,0
1803,China,5527.314526302195,0,wood,18.83534053713183,0,0,1,0
1804,France,319.6989376015992,0,tiles,42.50192252558769,0,0,0,0
1805,France,406.41363707746166,1,wood,3.089293626522396,1,0,0,1
1806,Russia,1309.6841195432958,0,wood,27.36902805059775,0,1,1,1
1807,France,577.6060779866149,1,wood,21.709942526482994,0,0,0,0
1808,France,406.41363707746166,1,tiles,45.419283777160175,1,0,1,0
1809,China,5513.899770103283,0,electrical,31.545000903781677,0,0,1,0
1810,Russia,1655.8258809842837,0,tiles,30.64262292828112,0,0,1,0
1811,France,515.3718091999796,1,tiles,34.12793424483779,0,0,1,0
1812,China,5806.745348727089,1,electrical,44.67942628883399,1,0,0,1
1813,France,319.6989376015992,1,tiles,36.88747764829806,0,0,1,1
1814,Russia,1459.0058930431073,1,wood,1.7945514604554054,0,0,1,1
1815,France,451.4114555404259,0,wood,12.928309803178625,0,0,0,0
1816,China,5698.293705496943,1,electrical,9.906434266775653,0,0,0,0
1817,Russia,1558.7508968735642,0,electrical,1.2595997550065685,0,0,1,0
1818,Russia,1302.7068457225841,0,wood,11.122749303087755,0,1,1,1
1819,Russia,3393.347674966075,0,electrical,24.166138570767245,0,1,1,1
1820,China,5698.293705496943,0,tiles,45.1780103810726,0,1,1,0
1821,France,632.7606025642748,0,tiles,19.209890354134167,0,1,1,1
1822,China,5676.636569141746,1,tiles,30.354513326039978,1,0,0,1
1823,France,545.7688525453749,0,tiles,4.131042793312268,0,1,1,0
1824,France,348.1008185907204,1,wood,43.894044517217296,1,0,0,1
1825,France,319.6989376015992,0,tiles,43.592628347225904,0,0,1,1
1826,China,5527.314526302195,1,wood,2.307729549916767,1,0,0,1
1827,France,545.7688525453749,0,electrical,42.25618530956908,0,0,1,1
1828,China,5676.636569141746,1,electrical,39.160820692801714,1,0,0,1
1829,France,208.08720160782917,1,electrical,17.8565513531258,0,0,0,0
1830,France,632.7606025642748,1,tiles,40.88787043652979,0,0,1,1
1831,China,5676.636569141746,1,wood,39.6313730573879,0,0,0,0
1832,France,319.6989376015992,0,wood,13.839688985856204,0,1,1,1
1833,France,319.6989376015992,1,tiles,48.04597483276676,1,0,0,0
1834,France,139.4848867958015,0,tiles,46.84894416305645,0,1,1,0
1835,France,632.7606025642748,0,electrical,28.431508684730883,0,0,0,0
1836,Russia,1459.0058930431073,0,electrical,8.698309628714041,0,1,1,0
1837,China,5727.468214827519,1,tiles,30.025842815534407,1,0,0,1
1838,China,5698.293705496943,1,wood,23.449794118749185,1,0,0,1
1839,France,712.7933786572075,1,wood,38.16154080085915,1,0,1,0
1840,China,5871.276335819262,0,tiles,46.08388344235392,0,0,1,0
1841,France,577.6060779866149,1,electrical,15.668159849752348,0,0,1,1
1842,France,577.6060779866149,0,electrical,28.77049475921575,0,0,1,0
1843,Russia,3393.347674966075,0,electrical,5.854086122531645,0,0,1,0
1844,Russia,1558.7508968735642,0,electrical,4.070731151060663,0,1,1,0
1845,Russia,1309.6841195432958,1,tiles,40.230014607208396,0,0,1,1
1846,Russia,1585.3938077106507,1,electrical,28.668924961954207,1,0,1,1
1847,Russia,1395.7009506850163,0,electrical,39.56188062544999,0,1,1,0
1848,China,5806.745348727089,0,wood,1.7383316402948976,0,1,0,1
1849,France,545.7688525453749,1,tiles,8.64516552158301,1,0,0,0
1850,France,139.4848867958015,0,tiles,30.468437442336597,0,0,0,0
1851,China,5513.899770103283,0,wood,45.15335650597701,0,1,0,0
1852,France,545.7688525453749,0,electrical,23.87502918728573,0,0,0,0
1853,China,5149.852621445619,0,electrical,37.58462799292688,0,1,0,0
1854,Russia,1655.8258809842837,0,tiles,47.35914657548308,0,0,1,1
1855,Russia,3329.612533252432,1,tiles,19.947514808417086,0,0,1,1
1856,France,179.86194676153042,1,tiles,37.79489188055134,0,0,0,0
1857,Russia,3230.2701541363235,1,electrical,6.357423361923272,1,0,1,0
1858,Russia,1395.7009506850163,1,tiles,42.294910237504645,0,0,1,1
1859,Russia,1715.1331252278073,0,wood,5.115546442548574,0,0,1,1
1860,France,319.6989376015992,0,tiles,37.16869843906779,0,1,0,1
1861,France,515.3718091999796,0,electrical,8.39553144148142,0,0,0,0
1862,China,5527.314526302195,1,wood,30.309342806688186,1,0,1,1
1863,France,632.7606025642748,1,tiles,4.633218289854806,1,0,1,0
1864,Russia,3329.612533252432,1,tiles,31.954003597180677,1,0,1,0
1865,China,5676.636569141746,0,electrical,24.640928100207315,0,1,0,1
1866,China,5072.243582945506,1,wood,30.80922872542216,0,0,0,0
1867,Russia,1585.3938077106507,0,electrical,16.643835173597708,0,0,1,1
1868,China,5039.643002522832,1,electrical,14.50487058100953,0,0,0,0
1869,Russia,1715.1331252278073,1,electrical,33.7255769396938,0,0,1,1
1870,China,5727.468214827519,1,tiles,8.450755493332071,1,0,0,1
1871,China,5676.636569141746,1,electrical,34.739900718436296,1,0,0,1
1872,China,5527.314526302195,0,electrical,24.66902578325486,0,0,0,0
1873,France,712.7933786572075,0,tiles,37.54006227866701,0,1,0,0
1874,China,5871.276335819262,0,wood,12.798868539811096,0,0,1,0
1875,Russia,3244.9694671188086,1,wood,44.16738540250603,1,0,1,1
1876,France,577.6060779866149,1,wood,40.55736862896044,1,0,0,1
1877,Russia,1302.7068457225841,1,tiles,21.494119062415557,1,0,1,0
1878,Russia,1715.1331252278073,1,tiles,21.394040986741505,0,0,1,1
1879,China,5676.636569141746,1,wood,24.286726215657662,1,0,0,1
1880,France,179.86194676153042,0,electrical,37.45324710879062,0,0,0,0
1881,France,712.7933786572075,1,tiles,41.322446890889935,0,0,1,1
1882,Russia,1585.3938077106507,0,tiles,24.237570576835516,0,0,1,0
1883,China,5727.468214827519,0,tiles,46.141457809911145,0,1,0,0
1884,Russia,1715.1331252278073,1,electrical,26.199222810966344,0,0,1,0
1885,Russia,1585.3938077106507,0,wood,33.91559024012109,0,0,1,0
1886,France,451.4114555404259,1,electrical,24.22607936507001,1,0,1,0
1887,Russia,3329.612533252432,1,wood,49.68635498810239,0,0,1,0
1888,China,5613.055991493615,0,electrical,6.053826680672957,0,0,0,0
1889,France,712.7933786572075,1,tiles,6.465752661311818,0,0,1,1
1890,Russia,1715.1331252278073,1,electrical,9.706316580333077,0,0,1,1
1891,France,208.08720160782917,1,tiles,42.34658003544533,1,0,0,1
1892,Russia,1302.7068457225841,0,electrical,29.020756014420595,0,1,1,1
1893,China,5214.5141165824625,0,wood,14.328197901515091,0,1,0,1
1894,Russia,1309.6841195432958,1,tiles,9.592390635952716,1,0,1,0
1895,China,5072.243582945506,0,wood,42.583559614364276,0,0,0,0
1896,China,5871.276335819262,0,tiles,38.42336802060528,0,0,1,1
1897,Russia,1585.3938077106507,1,wood,27.009011055808816,0,0,1,0
1898,France,712.7933786572075,1,electrical,10.512064506054985,1,0,1,1
1899,China,5698.293705496943,0,electrical,37.556651207543894,0,0,0,0
1900,Russia,3329.612533252432,1,tiles,18.962424527350404,1,0,1,0
1901,Russia,1715.1331252278073,1,tiles,35.17522672321039,1,0,1,1
1902,France,406.41363707746166,0,wood,36.23604158573963,0,1,0,0
1903,China,5806.745348727089,0,electrical,45.58671989756458,0,0,1,1
1904,France,545.7688525453749,1,wood,20.323232357045292,1,0,0,0
1905,Russia,1715.1331252278073,1,wood,22.652309755606176,0,0,1,1
1906,Russia,1558.7508968735642,1,wood,17.17754993359748,1,0,1,1
1907,France,632.7606025642748,1,electrical,18.289072531162336,1,0,0,1
1908,China,5513.899770103283,0,electrical,20.738970474088987,0,1,0,1
1909,France,712.7933786572075,0,electrical,45.306234824256315,0,1,0,1
1910,China,5806.745348727089,1,electrical,11.561357936455417,0,0,0,0
1911,Russia,1655.8258809842837,0,tiles,33.90571927715828,0,1,1,1
1912,China,5613.055991493615,1,electrical,41.2420919699766,1,0,0,0
1913,France,515.3718091999796,0,wood,36.467745736462916,0,1,1,0
1914,China,5613.055991493615,0,wood,4.956434667742003,0,1,1,0
1915,Russia,1558.7508968735642,0,electrical,36.15402238087553,0,1,1,1
1916,China,5613.055991493615,1,electrical,4.427416616604521,0,0,1,1
1917,France,208.08720160782917,1,electrical,33.2810072722066,0,0,1,1
1918,Russia,3393.347674966075,0,wood,31.90530072852748,0,0,1,1
1919,Russia,1302.7068457225841,1,wood,26.75622995673238,1,0,1,0
1920,China,5698.293705496943,0,electrical,45.21696035347063,0,0,0,0
1921,China,5039.643002522832,1,electrical,13.147414956685854,0,0,0,0
1922,France,208.08720160782917,1,electrical,38.172792173459115,1,0,0,1
1923,Russia,3230.2701541363235,0,tiles,45.47224569385458,0,1,1,1
1924,France,139.4848867958015,1,wood,49.44147888446286,1,0,1,0
1925,China,5527.314526302195,0,electrical,41.58552903958514,0,1,0,0
1926,France,712.7933786572075,0,tiles,43.49692873089688,0,1,1,1
1927,China,5871.276335819262,0,electrical,20.245445902089543,0,0,0,0
1928,Russia,1558.7508968735642,0,wood,38.968292854968865,0,0,1,1
1929,China,5527.314526302195,1,tiles,20.173803079927207,1,0,1,0
1930,France,632.7606025642748,1,electrical,15.347449331799165,0,0,1,1
1931,Russia,1715.1331252278073,1,electrical,15.028121954344295,0,0,1,1
1932,France,139.4848867958015,1,electrical,15.512478704415223,1,0,1,0
1933,Russia,1309.6841195432958,0,tiles,35.992251032264406,0,1,1,1
1934,Russia,3329.612533252432,0,electrical,11.837776931537283,0,0,1,1
1935,Russia,1655.8258809842837,1,tiles,3.6554298746662846,1,0,1,1
1936,Russia,1459.0058930431073,0,tiles,43.179417625155395,0,1,1,1
1937,Russia,3244.9694671188086,0,tiles,21.46049254864595,0,0,1,1
1938,Russia,1309.6841195432958,1,tiles,43.48923404292495,0,0,1,1
1939,Russia,1655.8258809842837,1,electrical,39.19906861360254,0,0,1,0
1940,China,5072.243582945506,1,wood,40.5546859657674,0,0,0,0
1941,France,179.86194676153042,0,tiles,9.65384126544766,0,1,1,1
1942,China,5513.899770103283,0,electrical,18.856821499090366,0,1,0,1
1943,Russia,1395.7009506850163,0,electrical,14.834343701060092,0,0,1,0
1944,China,5698.293705496943,0,electrical,5.678594351874128,0,1,0,1
1945,Russia,3244.9694671188086,0,tiles,20.283021835850743,0,1,1,0
1946,Russia,3230.2701541363235,0,wood,42.45225620898535,0,0,1,1
1947,France,515.3718091999796,1,wood,46.299816382089936,0,0,1,1
1948,China,5698.293705496943,1,tiles,20.346062984906137,1,0,0,1
1949,France,179.86194676153042,1,electrical,36.280108783199246,0,0,0,0
1950,France,545.7688525453749,0,wood,24.858257402002966,0,0,1,1
1951,Russia,1715.1331252278073,0,electrical,22.58638211474329,0,0,1,1
1952,China,5072.243582945506,0,tiles,24.41231988589747,0,1,0,0
1953,China,5149.852621445619,0,electrical,43.39140925204858,0,1,1,0
1954,China,5039.643002522832,0,electrical,42.889110839485056,0,0,0,0
1955,Russia,3230.2701541363235,0,wood,27.208324628046228,0,1,1,1
1956,Russia,1309.6841195432958,1,tiles,6.597192973567541,0,0,1,0
1957,France,577.6060779866149,1,wood,33.43464215508755,1,0,0,1
1958,Russia,3230.2701541363235,1,electrical,26.531012865195795,1,0,1,0
1959,France,632.7606025642748,1,electrical,42.68860709132781,1,0,0,1
1960,Russia,3230.2701541363235,0,electrical,41.86167947649319,0,0,1,1
1961,Russia,1715.1331252278073,1,tiles,48.88574904666975,1,0,1,1
1962,China,5676.636569141746,0,tiles,43.6970716243797,0,1,0,0
1963,China,5613.055991493615,1,electrical,28.44456358703525,0,0,0,0
1964,France,712.7933786572075,1,electrical,11.911682015758887,1,0,1,1
1965,Russia,3329.612533252432,1,electrical,5.253812821407868,0,0,1,0
1966,China,5676.636569141746,0,wood,9.50133554522064,0,1,0,0
1967,France,632.7606025642748,0,wood,47.659885674573395,0,0,1,1
1968,France,451.4114555404259,1,wood,37.29089037153949,1,0,1,0
1969,France,406.41363707746166,1,tiles,32.60561775869145,0,0,0,0
1970,Russia,1715.1331252278073,1,tiles,42.52130072551004,1,0,1,0
1971,Russia,3244.9694671188086,0,electrical,30.571559054607594,0,0,1,0
1972,France,712.7933786572075,1,tiles,17.093056846056555,1,0,1,1
1973,France,348.1008185907204,0,tiles,1.0259054698759527,0,0,1,0
1974,Russia,1302.7068457225841,0,electrical,28.56244954137245,0,1,1,1
1975,Russia,3244.9694671188086,0,tiles,27.579228138818657,0,1,1,1
1976,France,515.3718091999796,0,wood,3.8922622166749345,0,0,0,0
1977,France,406.41363707746166,1,wood,46.051494106221064,0,0,0,0
1978,France,319.6989376015992,1,electrical,44.44564557076884,0,0,1,0
1979,China,5727.468214827519,1,electrical,30.528744026973968,1,0,0,0
1980,China,5149.852621445619,0,tiles,2.378735051136501,0,1,1,0
1981,China,5698.293705496943,0,tiles,14.266275285559445,0,0,1,0
1982,Russia,1459.0058930431073,0,wood,15.116647973709481,0,0,1,1
1983,France,451.4114555404259,0,wood,37.27267806434464,0,0,1,0
1984,France,208.08720160782917,1,wood,4.010183306127384,1,0,0,1
1985,France,712.7933786572075,0,electrical,5.8642373384313675,0,1,1,1
1986,Russia,1655.8258809842837,0,electrical,14.754304164345942,0,1,0,0
1987,China,5527.314526302195,0,wood,46.21726235155388,0,0,0,0
1988,China,5214.5141165824625,1,wood,6.86915321055215,1,0,0,0
1989,China,5527.314526302195,0,tiles,36.53891718783811,0,0,0,0
1990,China,5149.852621445619,1,wood,29.302665192646884,0,0,1,0
1991,France,632.7606025642748,1,wood,25.996503256151144,0,0,1,0
1992,Russia,1585.3938077106507,0,electrical,25.374065295960712,0,0,1,1
1993,Russia,1655.8258809842837,0,electrical,48.0657989846372,0,1,1,0
1994,France,545.7688525453749,0,wood,37.96031124616014,0,1,1,0
1995,Russia,3244.9694671188086,1,electrical,30.14499638967916,1,0,1,0
1996,Russia,3329.612533252432,1,wood,36.79036932260377,0,0,1,0
1997,France,632.7606025642748,0,tiles,37.006984170797054,0,0,1,1
1998,Russia,1715.1331252278073,1,electrical,35.18747610555242,1,0,0,0
1999,France,632.7606025642748,1,electrical,5.720733371460234,0,0,0,0
2000,France,406.41363707746166,0,wood,1.9587910383158595,0,1,1,1
2001,China,5039.643002522832,1,wood,24.661656786849946,0,0,1,1
2002,Russia,1395.7009506850163,0,electrical,25.87193371583601,0,0,1,0
2003,Russia,1585.3938077106507,1,electrical,19.872882745372486,1,0,1,0
2004,Russia,1302.7068457225841,0,electrical,25.18753868820306,0,0,1,1
2005,China,5214.5141165824625,0,wood,12.435723977696023,0,1,1,1
2006,France,179.86194676153042,0,electrical,35.185264111519416,0,0,1,0
2007,France,515.3718091999796,1,wood,22.87214654834775,0,0,1,0
2008,Russia,3244.9694671188086,0,electrical,35.891357336251254,0,1,1,1
2009,China,5727.468214827519,0,tiles,42.75593782582312,0,0,0,0
2010,France,319.6989376015992,0,wood,13.64310965218209,0,1,1,0
2011,Russia,3244.9694671188086,1,wood,22.29838395019592,0,0,1,1
2012,China,5513.899770103283,0,electrical,48.61175617763859,0,0,0,0
2013,China,5676.636569141746,0,wood,34.320306401616044,0,0,0,0
2014,France,208.08720160782917,1,tiles,28.852045404614373,1,0,1,0
2015,France,406.41363707746166,1,wood,6.629079982110005,1,0,0,1
2016,France,451.4114555404259,1,wood,34.498963428974655,0,0,1,1
2017,China,5214.5141165824625,1,tiles,8.12369072456032,1,0,0,0
2018,China,5214.5141165824625,1,tiles,33.11393795936303,1,0,0,0
2019,Russia,3393.347674966075,0,wood,8.791877749494056,0,0,0,0
2020,China,5072.243582945506,0,electrical,37.658009430508706,0,0,0,0
2021,France,451.4114555404259,0,tiles,28.621785507197174,0,1,1,1
2022,China,5214.5141165824625,0,tiles,19.3130104665307,0,1,1,0
2023,China,5513.899770103283,0,electrical,47.91641696662225,0,1,0,0
2024,Russia,1655.8258809842837,1,electrical,44.608566945185146,0,0,1,1
2025,China,5806.745348727089,1,wood,11.615137256217052,1,0,0,1
2026,France,348.1008185907204,0,wood,28.147474822356795,0,1,1,1
2027,France,577.6060779866149,1,wood,28.851175876538118,1,0,1,0
2028,Russia,3230.2701541363235,0,wood,34.88239317952306,0,1,1,0
2029,Russia,3230.2701541363235,1,tiles,44.62238192322365,0,0,1,0
2030,China,5613.055991493615,0,tiles,48.49958831802983,0,1,0,0
2031,China,5698.293705496943,0,electrical,31.198375261960432,0,1,0,0
2032,China,5806.745348727089,0,electrical,3.240192140899812,0,0,0,0
2033,China,5676.636569141746,0,tiles,32.898482702502214,0,0,0,0
2034,France,319.6989376015992,1,tiles,28.35573834066932,1,0,1,1
2035,Russia,1715.1331252278073,0,electrical,31.58826378845327,0,1,1,1
2036,Russia,1302.7068457225841,1,wood,30.44904633648302,1,0,1,0
2037,China,5149.852621445619,0,electrical,33.655004564361285,0,1,0,1
2038,China,5513.899770103283,1,electrical,18.87967239677666,1,0,0,0
2039,France,545.7688525453749,1,wood,37.874164384754884,1,0,1,0
2040,Russia,1655.8258809842837,1,tiles,4.692763641269337,1,0,1,0
2041,Russia,1302.7068457225841,1,wood,45.90403564311041,0,0,1,1
2042,France,139.4848867958015,1,tiles,9.194012259188414,0,0,0,0
2043,Russia,1459.0058930431073,0,tiles,46.60535473060663,0,1,1,0
2044,France,451.4114555404259,1,electrical,21.61202550373794,1,0,1,1
2045,France,451.4114555404259,1,tiles,45.68070708104764,0,0,0,0
2046,China,5149.852621445619,0,tiles,19.78851348149476,0,0,1,0
2047,France,545.7688525453749,1,tiles,48.51512770608994,1,0,0,1
2048,France,139.4848867958015,1,wood,23.10348987034054,1,0,0,0
2049,France,208.08720160782917,0,tiles,29.74848699333189,0,0,1,1
2050,China,5727.468214827519,1,tiles,26.606476404495062,0,0,0,0
2051,Russia,3230.2701541363235,1,tiles,2.829540034097462,0,0,1,0
2052,Russia,1302.7068457225841,0,wood,20.71725673403775,0,0,1,1
2053,France,515.3718091999796,0,wood,16.840755753450864,0,1,1,0
2054,France,348.1008185907204,1,electrical,36.41868934348008,1,0,0,1
2055,Russia,1309.6841195432958,0,wood,37.91471252316164,0,0,1,1
2056,Russia,1715.1331252278073,1,electrical,35.642185615448675,1,0,1,1
2057,China,5806.745348727089,1,wood,37.890895258408804,1,0,1,1
2058,France,406.41363707746166,1,electrical,35.500484629276286,1,0,0,1
2059,France,406.41363707746166,1,wood,28.600310696728474,1,0,0,1
2060,Russia,3329.612533252432,1,tiles,23.57809764075111,1,0,1,1
2061,China,5149.852621445619,1,tiles,6.043446474831228,0,0,0,0
2062,China,5613.055991493615,0,tiles,30.33928523657369,0,1,1,0
2063,China,5072.243582945506,0,wood,29.14683456548206,0,1,0,0
2064,Russia,1655.8258809842837,0,tiles,31.25466481186445,0,1,0,0
2065,Russia,1715.1331252278073,0,electrical,6.0519073641571755,0,1,1,1
2066,Russia,1558.7508968735642,1,tiles,38.6939528782949,1,0,1,1
2067,Russia,1585.3938077106507,1,wood,23.299029272415197,1,0,0,1
2068,France,406.41363707746166,1,tiles,32.43942109396388,0,0,1,1
2069,Russia,1302.7068457225841,0,wood,49.00253424172457,0,1,1,1
2070,Russia,3244.9694671188086,0,tiles,45.58106470514264,0,0,1,0
2071,China,5676.636569141746,0,wood,5.36387156139576,0,0,0,0
2072,France,712.7933786572075,0,tiles,29.3155326062961,0,1,0,0
2073,France,406.41363707746166,0,wood,30.560339995280355,0,0,1,1
2074,China,5871.276335819262,0,tiles,5.792781896646619,0,0,0,0
2075,China,5871.276335819262,0,electrical,31.190917860971393,0,1,0,1
2076,China,5214.5141165824625,1,wood,11.688745665337718,1,0,0,0
2077,France,208.08720160782917,0,tiles,49.92922953831057,0,0,1,0
2078,France,632.7606025642748,1,tiles,6.070399398874496,1,0,1,0
2079,France,632.7606025642748,1,tiles,19.861644042369203,1,0,1,1
2080,China,5727.468214827519,1,electrical,5.927018622011859,1,0,0,1
2081,Russia,3393.347674966075,1,tiles,45.87193379181294,0,0,1,0
2082,Russia,1302.7068457225841,1,electrical,6.290109690960158,0,0,1,1
2083,China,5149.852621445619,0,tiles,5.665717437809568,0,1,1,1
2084,China,5871.276335819262,1,wood,24.899144047310966,0,0,0,0
2085,China,5698.293705496943,0,tiles,19.57881728278639,0,0,0,0
2086,China,5149.852621445619,0,tiles,2.7894742408476665,0,0,0,0
2087,China,5513.899770103283,1,tiles,28.504429575301145,0,0,0,0
2088,Russia,1302.7068457225841,1,electrical,34.829278808397376,0,0,1,0
2089,Russia,1395.7009506850163,0,wood,15.892541310059494,0,1,1,0
2090,China,5871.276335819262,1,wood,43.72293153766683,1,0,0,1
2091,Russia,1302.7068457225841,0,wood,39.31982105353207,0,0,1,1
2092,France,632.7606025642748,0,tiles,23.774429421296663,0,0,1,0
2093,Russia,3393.347674966075,1,tiles,34.8067657971261,0,0,1,1
2094,Russia,1585.3938077106507,0,tiles,23.21618248144699,0,1,0,0
2095,Russia,1585.3938077106507,0,tiles,18.12082777269102,0,1,1,1
2096,Russia,3393.347674966075,1,wood,5.170077800152793,1,0,0,0
2097,Russia,1459.0058930431073,0,electrical,17.95615838769862,0,1,1,0
2098,France,712.7933786572075,0,wood,20.984104431043495,0,0,1,1
2099,France,208.08720160782917,0,electrical,28.679630247323217,0,0,1,1
2100,Russia,1395.7009506850163,0,tiles,34.362115497923696,0,0,1,1
2101,China,5527.314526302195,1,wood,29.669747248928775,0,0,0,0
2102,Russia,1302.7068457225841,0,electrical,2.7149192484914475,0,0,1,0
2103,Russia,3393.347674966075,0,wood,23.12391227423299,0,0,1,0
2104,China,5513.899770103283,1,wood,6.8012921142442035,1,0,0,1
2105,France,348.1008185907204,1,wood,49.070964988392326,0,0,1,0
2106,Russia,1558.7508968735642,0,tiles,22.516937433667746,0,1,1,0
2107,Russia,1395.7009506850163,0,wood,49.627467175520046,0,0,1,1
2108,France,208.08720160782917,1,electrical,24.474600502447075,0,0,1,1
