,country,plane_transport,content,weight,S1,S2,S3,alarm
2232,China,1,banana,98.0751183925606,0,0,0,0
2233,France,0,tiles,59.07331510204712,0,1,1,1
2234,France,1,tiles,98.35785116682536,1,0,0,0
2235,Russia,0,wood,62.5939650279084,0,0,0,0
2236,France,0,electrical,28.490639999346413,0,1,0,1
2237,Russia,1,electrical,81.6636526380153,1,0,1,1
2238,China,1,banana,92.80703115873055,0,0,1,1
2239,Russia,1,banana,57.85386511971258,0,0,1,1
2240,Russia,1,electrical,28.519650370745175,0,0,0,0
2241,France,0,banana,3.3523587827030465,0,1,1,1
2242,France,1,wood,65.15243265473394,1,0,1,1
2243,France,1,tiles,6.511643737034234,1,0,0,0
2244,France,0,tiles,46.15460455493186,0,1,0,0
2245,Russia,0,wood,60.85763301893877,0,1,1,0
2246,Russia,0,electrical,81.93708935753381,0,1,0,0
2247,France,0,tiles,16.33687558822441,0,0,0,0
2248,China,1,banana,49.36900423102174,1,0,1,1
2249,China,1,electrical,89.57129613756443,0,0,1,1
2250,France,0,tiles,47.09028558471009,0,1,0,0
2251,China,0,tiles,75.72509255748054,0,0,0,0
2252,France,1,wood,43.93980842851221,0,0,0,0
2253,Russia,1,tiles,65.38572139469139,0,0,0,0
2254,Russia,0,banana,57.47153587193641,0,1,1,0
2255,France,0,banana,29.364160225373716,0,0,1,0
2256,France,0,wood,63.41917409877165,0,1,1,0
2257,China,0,banana,19.706409590691,0,0,0,0
2258,China,0,wood,54.88601245910989,0,0,0,0
2259,France,1,electrical,28.539860562108487,1,0,1,0
2260,Russia,0,banana,91.46121525355613,0,1,1,0
2261,Russia,1,wood,74.52908202313672,0,0,1,1
2262,France,0,wood,77.08567928173217,0,1,0,0
2263,Russia,1,wood,67.74250081940244,0,0,1,0
2264,France,0,electrical,51.71543212347881,0,1,1,1
2265,China,0,wood,64.97149329983108,0,0,0,0
2266,France,1,tiles,74.62627916084581,0,0,1,0
2267,France,0,tiles,64.77673944203589,0,1,0,0
2268,Russia,1,electrical,13.357567663887904,1,0,0,1
2269,Russia,1,wood,6.214630414760858,1,0,0,0
2270,China,1,electrical,37.289331827247885,0,0,0,0
2271,Russia,0,wood,60.85763301893877,0,1,1,0
2272,Russia,1,electrical,4.394956945216921,0,0,1,1
2273,China,1,banana,0.4743444607951508,0,0,0,0
2274,China,1,tiles,37.11613052831096,0,0,1,1
2275,China,1,electrical,70.882803154935,1,0,0,0
2276,Russia,1,wood,97.09035736987008,1,0,1,1
2277,Russia,1,tiles,49.15617795403524,0,0,1,1
2278,China,0,banana,75.63795822631802,0,0,0,0
2279,France,1,wood,31.31068723321848,0,0,1,1
2280,China,1,tiles,86.82314929540243,1,0,0,0
2281,China,0,tiles,96.39940766833409,0,1,1,0
2282,Russia,0,banana,95.12852384242964,0,1,1,1
2283,China,1,electrical,64.37688744083256,0,0,0,0
2284,Russia,1,wood,69.55168063530527,0,0,0,0
2285,Russia,1,electrical,79.80138989452968,0,0,1,0
2286,China,1,electrical,42.61026532267776,1,0,0,1
2287,France,0,wood,1.671215639034418,0,1,1,1
2288,France,1,tiles,59.352979268420505,1,0,0,0
2289,France,1,wood,94.80184347049014,1,0,0,0
2290,Russia,0,electrical,38.912509730852165,0,1,0,0
2291,China,1,banana,43.81601647137852,0,0,0,0
2292,Russia,1,banana,56.12450860588382,0,0,1,1
2293,France,0,tiles,37.03495237213596,0,0,0,0
2294,China,0,wood,21.310768286419567,0,1,0,0
2295,France,1,electrical,69.99612039604018,1,0,0,1
2296,Russia,0,wood,60.886613063077235,0,1,1,1
2297,China,1,wood,7.692441306187437,1,0,0,0
2298,China,1,tiles,60.341972409326026,0,0,0,0
2299,Russia,1,wood,50.18101566824329,0,0,1,0
2300,France,0,tiles,0.7373222640887134,0,0,0,0
2301,Russia,1,tiles,97.43025466711137,1,0,1,1
2302,Russia,0,banana,16.60743060705423,0,1,1,1
2303,France,1,electrical,57.84119598961147,0,0,0,0
2304,China,0,banana,82.95923447296248,0,1,1,1
2305,Russia,1,tiles,74.06358976069428,0,0,1,0
2306,Russia,0,banana,80.07342374208383,0,0,1,1
2307,France,0,electrical,94.57223281087194,0,1,1,0
2308,China,1,tiles,55.55170470504166,1,0,0,1
2309,Russia,1,electrical,88.17399480878002,0,0,1,0
2310,France,0,wood,41.89087867593749,0,0,0,0
2311,China,1,wood,47.20686030214281,1,0,0,1
2312,France,0,tiles,23.676711816907325,0,1,1,1
2313,France,1,wood,70.07491814459144,1,0,0,0
2314,Russia,1,banana,20.687244382623902,1,0,1,1
2315,China,1,tiles,23.504685331786558,0,0,1,1
2316,China,0,wood,71.14273904893177,0,1,1,0
2317,Russia,0,electrical,79.19377375121888,0,1,1,1
2318,China,0,tiles,67.0719016914796,0,1,0,0
2319,Russia,0,electrical,69.1522716038282,0,1,1,1
2320,Russia,0,banana,68.94312601417671,0,1,1,1
2321,China,0,electrical,80.71777574876518,0,1,0,0
2322,China,1,tiles,1.6533723010251578,0,0,1,0
2323,Russia,0,banana,46.223260162288035,0,1,0,0
2324,France,0,banana,9.142566712067923,0,0,0,0
2325,China,1,wood,17.690153930242747,0,0,0,0
2326,France,1,wood,57.78938332121586,1,0,0,0
2327,France,1,electrical,92.49285762768818,0,0,0,0
2328,China,1,electrical,88.86638159452278,1,0,1,1
2329,Russia,0,banana,39.31277390492194,0,0,1,1
2330,Russia,1,wood,0.999354235360983,0,0,1,1
2331,Russia,0,wood,50.260229771416775,0,1,1,1
2332,France,1,tiles,55.15569562302429,1,0,1,1
2333,Russia,1,tiles,58.580935441144,0,0,0,0
2334,Russia,1,wood,29.145946399879964,0,0,1,0
2335,Russia,1,wood,48.457136269692946,1,0,0,0
2336,Russia,0,tiles,2.5244844457283033,0,0,1,0
2337,France,1,banana,95.37373997148609,0,0,1,0
2338,China,0,banana,89.14233708332546,0,1,1,1
2339,Russia,1,electrical,60.7694376408062,0,0,1,1
2340,Russia,1,tiles,59.03966007723038,0,0,1,1
2341,France,1,banana,70.72348275544277,0,0,1,0
2342,China,1,wood,10.147128053819255,0,0,1,1
2343,China,0,electrical,74.5895361905929,0,0,0,0
2344,Russia,1,tiles,12.51149469966647,0,0,1,1
2345,Russia,1,electrical,83.64066129292121,0,0,0,0
2346,Russia,1,tiles,72.45513587361114,1,0,0,0
2347,France,1,electrical,90.38252946214725,0,0,1,1
2348,France,0,banana,3.114975027568545,0,0,0,0
2349,France,0,electrical,70.22569879787845,0,0,0,0
2350,China,1,tiles,9.635000627009472,0,0,0,0
2351,France,0,wood,62.65679233281026,0,1,0,0
2352,France,1,banana,76.23439098484809,1,0,1,1
2353,France,1,wood,51.799675837758706,1,0,0,0
2354,France,1,tiles,27.642218196308743,1,0,0,1
2355,China,1,wood,17.871754710954157,0,0,0,0
2356,France,1,electrical,64.25618398973941,0,0,0,0
2357,Russia,1,tiles,34.175246941543946,1,0,0,1
2358,China,1,electrical,75.09749789437186,0,0,1,1
2359,China,0,electrical,97.39976414814916,0,0,0,0
2360,Russia,1,tiles,18.692608105787777,0,0,1,1
2361,France,0,banana,93.03857024508179,0,1,1,1
2362,France,0,tiles,87.16518365061862,0,1,1,1
2363,China,1,electrical,78.09483115906568,0,0,0,0
2364,France,0,tiles,38.15446477110138,0,1,0,1
2365,China,0,electrical,40.52783500381898,0,1,0,0
2366,Russia,1,wood,91.0933087114755,0,0,0,0
2367,France,1,wood,53.76636378295178,0,0,0,0
2368,France,1,tiles,86.56285374936175,0,0,1,0
2369,Russia,0,tiles,73.83165707583751,0,1,0,1
2370,China,1,tiles,94.53739367162855,0,0,0,0
2371,France,1,tiles,84.56544750670479,0,0,1,1
2372,France,1,wood,86.83694326720254,0,0,0,0
2373,France,0,electrical,30.49269405728917,0,1,0,1
2374,Russia,0,tiles,10.609606658920988,0,1,1,1
2375,China,0,electrical,59.837081678791684,0,1,0,1
2376,China,0,tiles,19.82178946594304,0,0,0,0
2377,France,1,banana,13.281154920544802,0,0,1,0
2378,Russia,0,banana,90.36977820387993,0,1,1,0
2379,France,1,wood,19.883825826260427,1,0,0,0
2380,China,1,banana,82.06992968652978,0,0,0,0
2381,China,1,tiles,32.066362050236954,0,0,0,0
2382,Russia,0,banana,93.05187591136625,0,1,1,1
2383,Russia,1,electrical,31.103135911581305,0,0,0,0
2384,France,1,electrical,28.829326069189733,1,0,0,0
2385,France,0,electrical,88.87740453799633,0,1,0,1
2386,China,0,tiles,11.121231611828586,0,0,1,0
2387,France,1,banana,12.971993105494873,0,0,0,0
2388,France,1,wood,80.38907309875358,0,0,1,0
2389,Russia,0,wood,13.076010285277228,0,0,1,0
2390,Russia,1,wood,59.39128624155211,1,0,0,1
2391,Russia,1,wood,98.8110586876067,0,0,1,0
2392,China,0,banana,28.012853853560994,0,1,0,1
2393,France,0,tiles,37.106596849175766,0,0,1,1
2394,France,1,wood,51.64685502306017,1,0,1,1
2395,Russia,1,electrical,42.62676272750333,0,0,1,1
2396,Russia,0,electrical,83.79679850018145,0,1,1,1
2397,China,1,wood,46.00333700060192,0,0,0,0
2398,France,1,tiles,99.82488857102054,0,0,1,1
2399,Russia,0,tiles,19.976965571062077,0,1,0,0
2400,Russia,1,banana,8.871349393585115,0,0,1,1
2401,France,0,wood,45.78740788861266,0,0,0,0
2402,Russia,1,banana,10.749208048042835,0,0,1,0
2403,France,0,electrical,6.8698474109198155,0,1,1,0
2404,China,1,wood,66.75940357682106,1,0,0,1
2405,Russia,0,electrical,70.98698101915775,0,1,1,0
2406,China,0,electrical,60.73832913581963,0,1,0,0
2407,Russia,1,wood,52.40638705006726,1,0,1,1
2408,Russia,0,tiles,74.1916260477484,0,0,1,0
2409,France,1,wood,43.917570474814596,0,0,1,0
2410,Russia,1,wood,45.56198797188332,1,0,0,1
2411,China,1,electrical,47.963215915868,0,0,0,0
2412,France,0,tiles,18.005995730093872,0,1,0,0
2413,Russia,0,tiles,94.46553553484448,0,0,0,0
2414,France,1,electrical,92.49285762768818,0,0,0,0
2415,China,1,electrical,81.07448188505795,0,0,0,0
2416,China,1,tiles,51.20645077096444,1,0,0,1
2417,Russia,1,electrical,55.33564580676301,1,0,0,1
2418,Russia,1,banana,76.33617161033987,1,0,1,0
2419,China,1,wood,38.28762247715609,0,0,0,0
2420,China,1,wood,16.900896993545256,0,0,0,0
2421,Russia,0,wood,6.059506148153115,0,0,1,0
2422,France,1,electrical,86.17183308359665,0,0,1,0
2423,France,1,banana,25.79426344243323,0,0,0,0
2424,Russia,0,tiles,36.0563186058774,0,0,1,1
2425,China,1,banana,21.337060632508877,0,0,0,0
2426,Russia,0,wood,97.95649539754814,0,0,1,0
2427,Russia,0,electrical,35.77686493180431,0,1,0,1
2428,France,0,banana,94.2754408004591,0,1,1,1
2429,Russia,0,electrical,25.58261637548628,0,0,0,0
2430,China,0,tiles,99.94047179131078,0,0,1,1
2431,Russia,1,tiles,5.439639708997824,0,0,1,1
2432,Russia,1,wood,62.409900865326506,1,0,1,1
2433,Russia,1,wood,87.47226136298791,0,0,1,1
2434,France,1,electrical,60.49455114252138,0,0,0,0
2435,China,1,wood,33.53306972366692,1,0,0,0
2436,Russia,1,electrical,73.93586318554517,0,0,1,0
2437,France,1,tiles,51.21408020932803,0,0,0,0
2438,France,0,tiles,22.401393795168456,0,1,1,1
2439,France,1,tiles,39.99093422427171,1,0,1,0
2440,France,0,banana,20.182712392587575,0,1,0,0
2441,China,1,wood,49.42985133771403,0,0,0,0
2442,France,0,electrical,24.523656381191593,0,0,0,0
2443,Russia,0,tiles,90.60237636602199,0,1,1,0
2444,China,0,wood,48.93326485668993,0,0,1,0
2445,France,0,tiles,90.97075172199071,0,1,1,1
2446,Russia,0,banana,63.93679508261986,0,0,1,1
2447,Russia,0,banana,12.060121218359644,0,0,1,1
2448,China,1,wood,21.81378319992675,0,0,0,0
2449,China,0,tiles,28.162398686685307,0,1,1,1
2450,France,0,tiles,33.32987234406497,0,1,0,1
2451,France,0,electrical,27.082998451738028,0,1,0,1
2452,France,0,banana,70.96560101994633,0,1,1,1
2453,France,0,tiles,80.94516615699581,0,1,1,1
2454,Russia,1,tiles,29.193970973353245,1,0,0,0
2455,China,0,banana,17.65359920409746,0,1,1,1
2456,Russia,1,wood,96.3375613362028,1,0,1,1
2457,Russia,0,banana,13.447324573271802,0,0,1,0
2458,Russia,1,wood,94.70313064726965,0,0,0,0
2459,Russia,1,wood,70.15579550511472,1,0,0,0
2460,France,0,wood,87.76063005486799,0,0,0,0
2461,France,1,banana,89.46689613105613,0,0,1,1
2462,China,0,wood,85.85785769622241,0,1,1,1
2463,France,0,banana,22.112239045655812,0,0,0,0
2464,France,1,electrical,17.606283560666913,1,0,1,1
2465,China,0,tiles,17.672165113668946,0,0,0,0
2466,France,1,wood,89.63313876384599,0,0,1,0
2467,China,0,wood,49.8317978091529,0,0,1,0
2468,Russia,0,tiles,78.96749462879717,0,0,1,0
2469,China,1,tiles,36.474735986909366,0,0,1,0
2470,China,0,tiles,90.084983147789,0,1,0,1
2471,France,0,electrical,28.703585777613682,0,1,0,1
2472,France,1,electrical,49.792613146952505,1,0,1,1
2473,China,0,electrical,80.28209249199965,0,1,0,1
2474,Russia,1,wood,93.43818355308618,0,0,1,0
2475,France,0,wood,25.857383442730566,0,1,1,1
2476,Russia,1,electrical,82.3781857078353,0,0,1,0
2477,Russia,0,wood,57.30588184291974,0,0,1,0
2478,France,0,tiles,7.289766291603916,0,1,0,0
2479,China,1,electrical,54.93507955691664,0,0,0,0
2480,Russia,1,electrical,48.71294396833945,0,0,1,1
2481,China,1,banana,14.309856784671538,0,0,1,0
2482,France,0,wood,46.11706376413265,0,1,1,0
2483,Russia,0,wood,50.76611334312485,0,1,0,1
2484,Russia,0,electrical,71.16526350303958,0,0,1,0
2485,China,0,wood,37.23857573275706,0,0,0,0
2486,China,0,banana,92.57269421056677,0,1,0,0
2487,Russia,1,electrical,45.50895079009406,0,0,1,0
2488,Russia,0,wood,45.29244815527041,0,1,0,1
2489,Russia,1,tiles,80.80304398219234,0,0,1,1
2490,China,0,banana,85.8481654660361,0,1,0,0
2491,France,0,tiles,68.27247844756286,0,1,1,1
2492,China,1,wood,22.391761156990064,1,0,0,0
2493,China,1,wood,72.57356454566934,1,0,0,0
2494,Russia,1,banana,99.50961693554291,0,0,1,1
2495,France,1,wood,66.52670716966111,1,0,1,1
2496,China,1,tiles,58.66897344020621,0,0,1,0
2497,Russia,0,tiles,43.283911552033295,0,1,1,1
2498,France,1,banana,70.25405394737585,0,0,0,0
2499,Russia,0,electrical,20.18108772814915,0,0,1,1
2500,China,1,wood,84.51842060735555,0,0,1,1
2501,China,1,wood,93.59289619929196,0,0,1,1
2502,Russia,1,wood,13.363815253730426,0,0,0,0
2503,France,0,wood,36.226782333191906,0,1,1,1
2504,Russia,0,tiles,14.340180752102395,0,1,0,0
2505,France,0,electrical,39.82317659396598,0,1,0,0
2506,Russia,0,wood,78.02232833971851,0,0,1,0
2507,China,1,tiles,32.88175557232561,1,0,1,0
2508,Russia,1,wood,16.03693884323505,0,0,1,0
2509,Russia,0,banana,33.4180207653682,0,1,1,0
2510,Russia,0,electrical,73.61717151637781,0,0,0,0
2511,China,0,tiles,12.492678018547288,0,1,1,1
2512,France,0,electrical,4.92320203950224,0,1,0,0
2513,Russia,1,electrical,32.5090746617896,0,0,1,1
2514,Russia,0,electrical,53.112408501858646,0,1,1,1
2515,Russia,1,tiles,97.39337506926965,0,0,1,0
2516,China,0,electrical,89.41022003790843,0,1,0,0
2517,Russia,1,banana,17.11682693854817,1,0,0,0
2518,Russia,0,wood,75.53048041664769,0,0,0,0
2519,China,0,wood,84.86874720512037,0,1,0,1
2520,Russia,1,electrical,3.705406871906458,1,0,0,0
2521,Russia,0,banana,75.81054388632133,0,1,1,0
2522,China,1,electrical,17.161172081714415,0,0,0,0
2523,France,0,wood,78.59289812484535,0,0,0,0
2524,China,1,electrical,37.37861313373491,1,0,0,0
2525,China,0,banana,38.35898237570085,0,1,0,0
2526,Russia,0,banana,19.289423085868663,0,0,0,0
2527,France,0,tiles,38.250195744202586,0,1,1,1
2528,France,0,wood,10.293417598906618,0,1,0,0
2529,Russia,1,tiles,18.757138110318184,1,0,1,0
2530,France,0,banana,89.09292920554418,0,0,0,0
2531,China,0,wood,65.0601579353452,0,1,1,1
2532,China,1,electrical,76.113866884095,0,0,1,1
2533,France,0,electrical,49.975278436837854,0,0,1,0
2534,France,0,banana,8.661679285607814,0,1,0,1
2535,China,0,tiles,62.95409309583743,0,1,0,1
2536,France,0,wood,47.179033026312275,0,1,0,1
2537,China,1,banana,67.24526377271746,0,0,0,0
2538,France,1,tiles,22.663187379294737,0,0,0,0
2539,Russia,1,wood,41.144580851389215,0,0,1,0
2540,China,1,banana,79.79800437385938,1,0,0,1
2541,Russia,1,electrical,70.67095697427756,1,0,1,0
2542,France,0,tiles,87.7126231841062,0,1,1,1
2543,Russia,1,banana,12.494475924930192,1,0,0,0
2544,China,1,wood,76.70845581142478,0,0,1,0
2545,China,0,wood,3.7291704680625926,0,1,0,0
2546,Russia,0,wood,32.43758429447803,0,0,1,0
2547,Russia,0,banana,21.98529412734188,0,0,0,0
2548,France,0,wood,58.62944389213948,0,1,0,0
2549,France,1,wood,22.169024099570013,1,0,0,1
2550,Russia,1,tiles,44.3727994427395,0,0,1,0
2551,China,0,wood,78.9880141302406,0,0,1,0
2552,France,0,banana,22.370769309287,0,0,0,0
2553,China,1,tiles,38.96116459440173,1,0,0,0
2554,France,0,electrical,31.92399869195527,0,0,0,0
2555,Russia,0,tiles,18.006157480054874,0,1,0,1
2556,France,0,banana,96.57251907466983,0,0,1,0
2557,China,0,wood,71.27837496377497,0,0,0,0
2558,France,1,electrical,64.86197649409804,0,0,1,1
2559,France,1,banana,11.066188390343312,0,0,1,0
2560,France,1,tiles,16.85441713819512,1,0,1,1
2561,Russia,1,electrical,60.47828269317248,0,0,0,0
2562,France,1,tiles,45.675307330467305,0,0,0,0
2563,France,1,tiles,20.20190038990308,0,0,0,0
2564,Russia,0,banana,94.04210267967326,0,1,1,1
2565,Russia,0,electrical,57.0165180365247,0,1,0,0
2566,Russia,0,banana,72.21649072306494,0,0,1,0
2567,Russia,1,tiles,55.6883971097111,0,0,0,0
2568,Russia,0,wood,47.58137523113856,0,0,1,0
2569,France,1,electrical,39.66868136497803,1,0,1,1
2570,France,1,wood,44.748267465664114,0,0,0,0
2571,China,0,electrical,91.09753871253209,0,1,0,1
2572,France,1,wood,84.23207474131527,0,0,1,0
2573,China,1,tiles,10.539778109132403,1,0,0,0
2574,China,0,tiles,9.663253475753365,0,1,0,0
2575,France,1,banana,31.51617360796247,0,0,1,0
2576,China,1,wood,30.37764815448323,1,0,0,0
2577,France,1,wood,9.815116033577699,0,0,1,1
2578,China,1,wood,77.83418509942493,0,0,1,1
2579,France,1,wood,45.290327646856575,0,0,0,0
2580,France,1,tiles,69.19922857839451,1,0,1,1
2581,China,1,electrical,82.20563438059435,1,0,0,0
2582,China,1,wood,36.82914087524026,1,0,0,0
2583,China,1,electrical,28.354249092924512,0,0,0,0
2584,Russia,0,wood,31.335179820188507,0,1,1,0
2585,France,1,electrical,84.24410807878789,0,0,1,1
2586,China,1,electrical,58.965649325625044,1,0,1,1
2587,China,1,tiles,70.70792658632725,1,0,0,0
2588,France,0,tiles,31.048784098865067,0,1,1,1
2589,China,0,banana,85.0712326358633,0,0,0,0
2590,France,0,electrical,10.917696876883687,0,0,0,0
2591,Russia,0,electrical,47.049843799937506,0,0,1,1
2592,Russia,1,banana,28.89908337024828,1,0,1,1
2593,France,1,banana,32.11139047088813,0,0,1,0
2594,Russia,0,banana,69.35634258940327,0,0,1,1
2595,China,1,electrical,22.7105058696208,1,0,1,0
2596,China,1,electrical,57.237488067501666,1,0,0,0
2597,France,0,banana,69.49084923164952,0,0,0,0
2598,France,1,electrical,92.32734236381704,0,0,0,0
2599,France,0,banana,38.46794403221882,0,0,1,0
2600,France,1,wood,18.401115236013442,0,0,0,0
2601,China,1,banana,69.17139664973708,1,0,1,1
2602,Russia,0,wood,42.49298508800688,0,1,0,0
2603,Russia,1,electrical,11.722860811524804,0,0,0,0
2604,France,0,tiles,80.17519832988015,0,1,1,0
2605,Russia,0,tiles,87.34447887372635,0,1,1,1
2606,France,0,electrical,35.613746777364554,0,1,1,1
2607,France,0,banana,92.38372663182069,0,1,1,1
2608,Russia,1,tiles,8.223161967831915,1,0,0,0
2609,China,1,wood,92.82366177630263,1,0,1,1
2610,France,1,banana,19.69586858193333,0,0,0,0
2611,China,1,electrical,26.915887366561087,0,0,1,1
2612,France,1,banana,6.795966928669661,1,0,1,1
2613,Russia,0,banana,3.780560272752387,0,1,0,1
2614,France,1,wood,54.775624084037375,1,0,0,0
2615,France,0,tiles,24.277341630535908,0,0,1,0
2616,Russia,0,banana,64.6923139646021,0,1,1,1
2617,France,0,banana,39.48894633757533,0,1,1,1
2618,Russia,1,banana,68.52841237799572,1,0,0,0
2619,China,1,electrical,65.0614282906461,0,0,1,0
2620,Russia,1,banana,39.843787350742,1,0,1,1
2621,China,0,electrical,26.09238693914181,0,1,0,0
2622,Russia,1,electrical,87.52857171325722,0,0,1,1
2623,Russia,1,wood,73.56696652710554,1,0,1,0
2624,Russia,1,electrical,56.18499829564656,1,0,1,1
2625,China,0,wood,47.27454059891482,0,0,1,0
2626,France,1,banana,55.93849532421411,0,0,0,0
2627,Russia,0,wood,68.7564910369238,0,0,1,1
2628,Russia,0,wood,79.38053089655092,0,1,1,1
2629,France,0,tiles,39.66316923627949,0,1,0,0
2630,France,0,tiles,28.751473170023466,0,1,1,1
2631,Russia,1,electrical,40.16452604617844,0,0,0,0
2632,Russia,1,banana,5.244631738967853,1,0,1,1
2633,Russia,1,banana,36.33193935249411,0,0,1,0
2634,Russia,1,wood,96.21864567114292,0,0,0,0
2635,Russia,0,tiles,80.58908774926577,0,0,1,0
2636,China,1,wood,11.50694420612811,1,0,0,0
2637,Russia,0,electrical,1.086250140349343,0,1,0,1
2638,France,1,banana,12.112660948856824,0,0,1,1
2639,Russia,0,electrical,50.21478393571408,0,1,0,0
2640,China,0,tiles,90.8534057645125,0,1,1,0
2641,Russia,0,electrical,88.11816933211107,0,0,1,1
2642,Russia,0,banana,36.40739893101237,0,1,0,0
2643,Russia,0,tiles,19.415749588595375,0,1,0,0
2644,France,1,electrical,73.31417453238389,0,0,0,0
2645,France,1,wood,2.8507670305862542,0,0,0,0
2646,China,1,wood,15.938790026283234,1,0,1,1
2647,China,1,tiles,89.60982174678188,0,0,1,0
2648,France,0,banana,44.93117649747139,0,1,1,0
2649,China,1,tiles,49.28544473234966,0,0,1,0
2650,France,0,tiles,29.003961802484234,0,0,0,0
2651,China,0,electrical,2.9844102794772454,0,0,0,0
2652,France,1,banana,0.1275492688082025,0,0,0,0
2653,China,1,tiles,28.75777050613878,0,0,1,1
2654,Russia,1,electrical,21.291537350476542,1,0,1,1
2655,France,1,tiles,68.60461061823723,1,0,0,0
2656,Russia,1,tiles,44.80453613822717,1,0,1,1
2657,France,0,tiles,72.61556369567862,0,1,0,0
2658,China,1,electrical,58.03832884973102,0,0,0,0
2659,France,0,wood,29.52601241045588,0,1,0,1
2660,Russia,0,tiles,51.2535569591857,0,1,0,0
2661,Russia,0,banana,40.26643137311092,0,1,0,1
2662,France,1,electrical,38.74764309188794,0,0,0,0
2663,China,1,wood,27.22094772471586,0,0,0,0
2664,France,0,wood,79.11166550858528,0,1,1,1
2665,France,0,wood,75.00168080702373,0,1,0,0
2666,China,0,tiles,91.47657782810906,0,0,1,0
2667,Russia,0,tiles,51.2535569591857,0,1,0,0
2668,Russia,1,electrical,66.07221703630178,1,0,0,0
2669,China,0,banana,89.0911788764363,0,1,1,0
2670,France,0,wood,8.96724818990229,0,1,0,0
2671,France,0,tiles,41.653626761960915,0,0,0,0
2672,France,0,banana,12.274163293013697,0,1,1,1
2673,Russia,0,tiles,36.08542323490821,0,0,1,1
2674,France,1,tiles,25.418671201953725,1,0,0,0
2675,Russia,1,electrical,53.53567729518356,0,0,0,0
2676,China,0,tiles,38.67950134782044,0,1,1,0
2677,France,0,banana,79.03924270391661,0,0,1,0
2678,Russia,1,banana,36.37843042523994,1,0,1,1
2679,Russia,0,tiles,64.00847605097685,0,0,1,0
2680,Russia,1,wood,52.355893689673294,1,0,1,0
2681,Russia,1,tiles,89.77898977023875,0,0,0,0
2682,France,1,banana,15.314469785410466,0,0,0,0
2683,China,1,banana,46.86854438323855,1,0,1,0
2684,China,1,banana,37.31293369699748,0,0,0,0
2685,China,0,wood,59.8421704283302,0,1,1,1
2686,China,0,electrical,55.68499286184855,0,0,1,0
2687,China,0,tiles,37.8205671355597,0,1,0,0
2688,China,0,electrical,12.21461838850374,0,1,0,1
2689,France,1,electrical,71.43523831179746,1,0,1,1
2690,Russia,0,electrical,4.453682736802101,0,0,0,0
2691,Russia,1,banana,1.54951669134753,0,0,0,0
2692,China,0,banana,96.68385770894486,0,1,0,0
2693,France,0,tiles,38.15446477110138,0,1,0,1
2694,Russia,1,wood,35.30212507948561,1,0,1,1
2695,Russia,1,banana,93.78887025789066,0,0,1,0
2696,France,0,wood,1.8416131634162336,0,1,0,0
2697,Russia,0,electrical,3.5225818323762703,0,1,1,1
2698,China,0,electrical,3.329290121188344,0,1,0,1
2699,France,0,wood,15.377000285182007,0,1,1,1
2700,China,0,electrical,4.0319984059882135,0,0,0,0
2701,France,0,wood,25.470734151494334,0,0,1,0
2702,China,1,banana,52.23941142921479,1,0,0,0
2703,China,1,banana,14.57475501688098,0,0,1,0
2704,China,1,wood,13.859647694729505,1,0,0,0
2705,Russia,0,banana,83.73581525460801,0,1,1,0
2706,Russia,1,wood,36.76969366705114,0,0,1,0
2707,Russia,1,wood,40.14418249963846,0,0,1,0
2708,China,0,tiles,21.748144138237237,0,0,0,0
2709,China,1,wood,95.12447140309577,1,0,0,0
2710,China,1,electrical,6.282322299936083,0,0,1,1
2711,France,0,wood,89.5031370918989,0,0,1,0
2712,Russia,1,tiles,20.02780242386305,0,0,1,0
2713,China,1,electrical,75.34776236026441,0,0,0,0
2714,China,0,banana,34.91317311890909,0,1,1,1
2715,Russia,0,tiles,64.86671269680637,0,1,1,1
2716,France,1,banana,68.08316209002673,0,0,0,0
2717,China,0,wood,80.33414647996935,0,1,1,0
2718,Russia,0,wood,34.48639577392728,0,1,1,1
2719,Russia,0,electrical,52.81107850373408,0,0,1,0
2720,Russia,1,electrical,96.50398062665867,0,0,1,0
2721,Russia,1,banana,61.20115298488151,0,0,1,1
2722,Russia,0,banana,98.33575984159421,0,0,1,0
2723,Russia,0,electrical,97.62697290169406,0,1,0,1
2724,China,0,tiles,53.06032262498784,0,0,1,1
2725,Russia,0,banana,43.78030990182664,0,0,1,1
2726,Russia,0,wood,52.98492257098425,0,1,1,1
2727,Russia,0,electrical,12.097310429340224,0,0,1,1
2728,Russia,0,wood,24.581211479725752,0,1,0,1
2729,Russia,1,wood,85.09206649588343,0,0,1,0
2730,Russia,1,banana,72.88972603325672,1,0,1,1
2731,China,0,electrical,34.23299816168712,0,0,0,0
2732,China,1,banana,6.901214517950871,1,0,0,0
2733,France,1,electrical,41.962939394760014,0,0,1,0
2734,Russia,0,banana,13.056650514225598,0,0,1,1
2735,China,0,wood,18.12471523051248,0,1,0,0
2736,China,0,tiles,12.342342892939529,0,1,1,1
2737,France,1,tiles,33.14934900812422,0,0,1,1
2738,Russia,0,banana,0.6997170696493749,0,1,1,0
2739,France,1,banana,13.386297865464314,1,0,1,0
2740,Russia,1,electrical,68.09084478623475,0,0,0,0
2741,Russia,1,banana,54.54230884280303,1,0,1,1
2742,France,0,tiles,90.10456138556607,0,1,1,1
2743,Russia,0,tiles,37.87343730266768,0,0,1,1
